CITY NAME>>,<<CITY GMI>>,<<PROVINCE NAME>>,<<PROVINCE GMI>>,<<COUNTRY NAME>>,<<COUNTRY GMI
Taizhou City>>,<<CHN-JNS003>>,<<Jiangsu>>,<<CHN-JNS>>,<<China>>,<<CHN>>,<<CHN-JNS003
Yangzhou City>>,<<CHN-JNS004>>,<<Jiangsu>>,<<CHN-JNS>>,<<China>>,<<CHN>>,<<CHN-JNS004
Nantong City>>,<<CHN-JNS005>>,<<Jiangsu>>,<<CHN-JNS>>,<<China>>,<<CHN>>,<<CHN-JNS005
Lianyungang City>>,<<CHN-JNS006>>,<<Jiangsu>>,<<CHN-JNS>>,<<China>>,<<CHN>>,<<CHN-JNS006
Huaian City>>,<<CHN-JNS007>>,<<Jiangsu>>,<<CHN-JNS>>,<<China>>,<<CHN>>,<<CHN-JNS007
Zhenjiang City>>,<<CHN-JNS008>>,<<Jiangsu>>,<<CHN-JNS>>,<<China>>,<<CHN>>,<<CHN-JNS008
Suqian City>>,<<CHN-JNS009>>,<<Jiangsu>>,<<CHN-JNS>>,<<China>>,<<CHN>>,<<CHN-JNS009
Changzhou City>>,<<CHN-JNS010>>,<<Jiangsu>>,<<CHN-JNS>>,<<China>>,<<CHN>>,<<CHN-JNS010
Yancheng City>>,<<CHN-JNS011>>,<<Jiangsu>>,<<CHN-JNS>>,<<China>>,<<CHN>>,<<CHN-JNS011
Nanjing City>>,<<CHN-JNS012>>,<<Jiangsu>>,<<CHN-JNS>>,<<China>>,<<CHN>>,<<CHN-JNS012
Suzhou City>>,<<CHN-JNS013>>,<<Jiangsu>>,<<CHN-JNS>>,<<China>>,<<CHN>>,<<CHN-JNS013
Anshan City>>,<<CHN-LNN001>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN001
Liaoyang City>>,<<CHN-LNN002>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN002
Jinzhou City>>,<<CHN-LNN003>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN003
Tieling City>>,<<CHN-LNN004>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN004
Huludao City>>,<<CHN-LNN005>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN005
Dandong City>>,<<CHN-LNN006>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN006
Benxi City>>,<<CHN-LNN007>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN007
Yingkou City>>,<<CHN-LNN008>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN008
Panjin City>>,<<CHN-LNN009>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN009
Fushun City>>,<<CHN-LNN010>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN010
Chaoyang City>>,<<CHN-LNN011>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN011
Dalian City>>,<<CHN-LNN012>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN012
Shenyang City>>,<<CHN-LNN013>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN013
Fuxin City>>,<<CHN-LNN014>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CHN>>,<<CHN-LNN014
Chifeng City>>,<<CHN-NMN001>>,<<Nei Mongol>>,<<CHN-NMN>>,<<China>>,<<CHN>>,<<CHN-NMN001
Bayannaoer City>>,<<CHN-NMN002>>,<<Nei Mongol>>,<<CHN-NMN>>,<<China>>,<<CHN>>,<<CHN-NMN002
Hohhot City>>,<<CHN-NMN003>>,<<Nei Mongol>>,<<CHN-NMN>>,<<China>>,<<CHN>>,<<CHN-NMN003
Xilinguole Meng>>,<<CHN-NMN004>>,<<Nei Mongol>>,<<CHN-NMN>>,<<China>>,<<CHN>>,<<CHN-NMN004
Wulanchabu City>>,<<CHN-NMN005>>,<<Nei Mongol>>,<<CHN-NMN>>,<<China>>,<<CHN>>,<<CHN-NMN005
Alashan>>,<<CHN-NMN006>>,<<Nei Mongol>>,<<CHN-NMN>>,<<China>>,<<CHN>>,<<CHN-NMN006
Baotou City>>,<<CHN-NMN007>>,<<Nei Mongol>>,<<CHN-NMN>>,<<China>>,<<CHN>>,<<CHN-NMN007
Ordos City>>,<<CHN-NMN008>>,<<Nei Mongol>>,<<CHN-NMN>>,<<China>>,<<CHN>>,<<CHN-NMN008
Wuhai City>>,<<CHN-NMN009>>,<<Nei Mongol>>,<<CHN-NMN>>,<<China>>,<<CHN>>,<<CHN-NMN009
Hulun Buir City>>,<<CHN-NMN010>>,<<Nei Mongol>>,<<CHN-NMN>>,<<China>>,<<CHN>>,<<CHN-NMN010
Xingan Meng>>,<<CHN-NMN011>>,<<Nei Mongol>>,<<CHN-NMN>>,<<China>>,<<CHN>>,<<CHN-NMN011
Tongliao City>>,<<CHN-NMN012>>,<<Nei Mongol>>,<<CHN-NMN>>,<<China>>,<<CHN>>,<<CHN-NMN012
Zhongwei City>>,<<CHN-NNG001>>,<<Ningxia>>,<<CHN-NNG>>,<<China>>,<<CHN>>,<<CHN-NNG001
Shizuishan City>>,<<CHN-NNG002>>,<<Ningxia>>,<<CHN-NNG>>,<<China>>,<<CHN>>,<<CHN-NNG002
Guyuan City>>,<<CHN-NNG003>>,<<Ningxia>>,<<CHN-NNG>>,<<China>>,<<CHN>>,<<CHN-NNG003
Wu Zhongshi>>,<<CHN-NNG004>>,<<Ningxia>>,<<CHN-NNG>>,<<China>>,<<CHN>>,<<CHN-NNG004
Yinchuan City>>,<<CHN-NNG005>>,<<Ningxia>>,<<CHN-NNG>>,<<China>>,<<CHN>>,<<CHN-NNG005
Hainan Tibetan Autonomous Prefecture>>,<<CHN-QNG001>>,<<Qinghai>>,<<CHN-QNG>>,<<China>>,<<CHN>>,<<CHN-QNG001
Haixi Mongolia Tibetan Autonomous Prefecture>>,<<CHN-QNG002>>,<<Qinghai>>,<<CHN-QNG>>,<<China>>,<<CHN>>,<<CHN-QNG002
Xining City>>,<<CHN-QNG003>>,<<Qinghai>>,<<CHN-QNG>>,<<China>>,<<CHN>>,<<CHN-QNG003
Huangnan Tibetan Autonomous Prefecture>>,<<CHN-QNG004>>,<<Qinghai>>,<<CHN-QNG>>,<<China>>,<<CHN>>,<<CHN-QNG004
Haibei Tibetan Autonomous Prefecture>>,<<CHN-QNG005>>,<<Qinghai>>,<<CHN-QNG>>,<<China>>,<<CHN>>,<<CHN-QNG005
Golog Tibetan Autonomous Prefecture>>,<<CHN-QNG006>>,<<Qinghai>>,<<CHN-QNG>>,<<China>>,<<CHN>>,<<CHN-QNG006
Haidong Prefecture>>,<<CHN-QNG007>>,<<Qinghai>>,<<CHN-QNG>>,<<China>>,<<CHN>>,<<CHN-QNG007
Yushu Tibetan Autonomous Prefecture>>,<<CHN-QNG008>>,<<Qinghai>>,<<CHN-QNG>>,<<China>>,<<CHN>>,<<CHN-QNG008
Luzhou City>>,<<CHN-SCH002>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH002
Panzhihua City>>,<<CHN-SCH003>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH003
Neijiang City>>,<<CHN-SCH004>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH004
Aba Tibetan and Qiang Autonomous Prefecture>>,<<CHN-SCH005>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH005
Zigong City>>,<<CHN-SCH006>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH006
Ziyang City>>,<<CHN-SCH007>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH007
Deyang City>>,<<CHN-SCH008>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH008
Liangshan Yi Autonomous Prefecture>>,<<CHN-SCH009>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH009
Yibin City>>,<<CHN-SCH010>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH010
Mianyang City>>,<<CHN-SCH011>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH011
Ganzi Tibetan Autonomous Prefecture>>,<<CHN-SCH012>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH012
Suining City>>,<<CHN-SCH013>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH013
Bazhong City>>,<<CHN-SCH014>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH014
Ya'an City>>,<<CHN-SCH015>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH015
Nanchong City>>,<<CHN-SCH016>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH016
Guang'an City>>,<<CHN-SCH017>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH017
Guangyuan City>>,<<CHN-SCH018>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH018
Meishan City>>,<<CHN-SCH019>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH019
Chengdu City>>,<<CHN-SCH020>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH020
Leshan City>>,<<CHN-SCH021>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH021
Dazhou City>>,<<CHN-SCH022>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CHN>>,<<CHN-SCH022
Xianyang City>>,<<CHN-SHA001>>,<<Shaanxi>>,<<CHN-SHA>>,<<China>>,<<CHN>>,<<CHN-SHA001
Hanzhoung City>>,<<CHN-SHA002>>,<<Shaanxi>>,<<CHN-SHA>>,<<China>>,<<CHN>>,<<CHN-SHA002
Xi'an City>>,<<CHN-SHA003>>,<<Shaanxi>>,<<CHN-SHA>>,<<China>>,<<CHN>>,<<CHN-SHA003
Weinan City>>,<<CHN-SHA004>>,<<Shaanxi>>,<<CHN-SHA>>,<<China>>,<<CHN>>,<<CHN-SHA004
Baoji City>>,<<CHN-SHA005>>,<<Shaanxi>>,<<CHN-SHA>>,<<China>>,<<CHN>>,<<CHN-SHA005
Yanan City>>,<<CHN-SHA006>>,<<Shaanxi>>,<<CHN-SHA>>,<<China>>,<<CHN>>,<<CHN-SHA006
Shangluo City>>,<<CHN-SHA007>>,<<Shaanxi>>,<<CHN-SHA>>,<<China>>,<<CHN>>,<<CHN-SHA007
Ankang City>>,<<CHN-SHA008>>,<<Shaanxi>>,<<CHN-SHA>>,<<China>>,<<CHN>>,<<CHN-SHA008
Tongchuan City>>,<<CHN-SHA009>>,<<Shaanxi>>,<<CHN-SHA>>,<<China>>,<<CHN>>,<<CHN-SHA009
Yulin City>>,<<CHN-SHA010>>,<<Shaanxi>>,<<CHN-SHA>>,<<China>>,<<CHN>>,<<CHN-SHA010
Yangling Demonstration Zone>>,<<CHN-SHA011>>,<<Shaanxi>>,<<CHN-SHA>>,<<China>>,<<CHN>>,<<CHN-SHA011
Yantai City>>,<<CHN-SHD001>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD001
Zaozhuang City>>,<<CHN-SHD002>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD002
Zibo City>>,<<CHN-SHD003>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD003
Jining City>>,<<CHN-SHD004>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD004
Weihai City>>,<<CHN-SHD005>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD005
Binzhou City>>,<<CHN-SHD006>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD006
Liaocheng City>>,<<CHN-SHD007>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD007
Weifang City>>,<<CHN-SHD008>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD008
Dezhou City>>,<<CHN-SHD009>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD009
Qingdao City>>,<<CHN-SHD010>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD010
Ji'nan City>>,<<CHN-SHD011>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD011
Dongying City>>,<<CHN-SHD012>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD012
Tai'an City>>,<<CHN-SHD013>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD013
Linyi City>>,<<CHN-SHD014>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD014
Laiwu City>>,<<CHN-SHD015>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD015
Rizhao City>>,<<CHN-SHD016>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD016
Heze City>>,<<CHN-SHD017>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CHN>>,<<CHN-SHD017
Shanghai City>>,<<CHN-SHN001>>,<<Shanghai>>,<<CHN-SHN>>,<<China>>,<<CHN>>,<<CHN-SHN001
Lvliang City>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<China>>,<<CHN>>,<<CHN-SHX001
Jincheng City>>,<<CHN-SHX002>>,<<Shanxi>>,<<CHN-SHX>>,<<China>>,<<CHN>>,<<CHN-SHX002
Yangquan City>>,<<CHN-SHX003>>,<<Shanxi>>,<<CHN-SHX>>,<<China>>,<<CHN>>,<<CHN-SHX003
Jinzhong City>>,<<CHN-SHX004>>,<<Shanxi>>,<<CHN-SHX>>,<<China>>,<<CHN>>,<<CHN-SHX004
Changzhi City>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<China>>,<<CHN>>,<<CHN-SHX005
Datong>>,<<CHN-SHX006>>,<<Shanxi>>,<<CHN-SHX>>,<<China>>,<<CHN>>,<<CHN-SHX006
Shuozhou City>>,<<CHN-SHX007>>,<<Shanxi>>,<<CHN-SHX>>,<<China>>,<<CHN>>,<<CHN-SHX007
Taiyuan City>>,<<CHN-SHX008>>,<<Shanxi>>,<<CHN-SHX>>,<<China>>,<<CHN>>,<<CHN-SHX008
Linfen City>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<China>>,<<CHN>>,<<CHN-SHX009
Xinzhou City>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<China>>,<<CHN>>,<<CHN-SHX010
Yuncheng City>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<China>>,<<CHN>>,<<CHN-SHX011
Tianjin City>>,<<CHN-TNJ001>>,<<Tianjin>>,<<CHN-TNJ>>,<<China>>,<<CHN>>,<<CHN-TNJ001
Akesu region>>,<<CHN-XNJ001>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ001
Kirgiz Autonomous>>,<<CHN-XNJ002>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ002
Kashi region>>,<<CHN-XNJ003>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ003
Hami region>>,<<CHN-XNJ004>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ004
Wujiaqu City>>,<<CHN-XNJ005>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ005
Shihezi City>>,<<CHN-XNJ006>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ006
Mongolia Autonomous Prefecture of Bayinguoleng>>,<<CHN-XNJ007>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ007
Alar City>>,<<CHN-XNJ008>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ008
Tumushuke City>>,<<CHN-XNJ009>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ009
Aletai region>>,<<CHN-XNJ010>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ010
Changji Hui Autonomous Prefecture>>,<<CHN-XNJ011>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ011
Urumqi City>>,<<CHN-XNJ012>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ012
And Tian>>,<<CHN-XNJ013>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ013
Tacheng region>>,<<CHN-XNJ014>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ014
Yili Kazak Autonomous Prefecture>>,<<CHN-XNJ015>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ015
Turpan region>>,<<CHN-XNJ016>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ016
Mongolia Autonomous Prefecture of Bortala>>,<<CHN-XNJ017>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ017
Karamay City>>,<<CHN-XNJ018>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CHN>>,<<CHN-XNJ018
Ali Region>>,<<CHN-XZN001>>,<<Xizang>>,<<CHN-XZN>>,<<China>>,<<CHN>>,<<CHN-XZN001
Shannan>>,<<CHN-XZN002>>,<<Xizang>>,<<CHN-XZN>>,<<China>>,<<CHN>>,<<CHN-XZN002
Linzhi region>>,<<CHN-XZN003>>,<<Xizang>>,<<CHN-XZN>>,<<China>>,<<CHN>>,<<CHN-XZN003
Changdu region>>,<<CHN-XZN004>>,<<Xizang>>,<<CHN-XZN>>,<<China>>,<<CHN>>,<<CHN-XZN004
Naqu>>,<<CHN-XZN005>>,<<Xizang>>,<<CHN-XZN>>,<<China>>,<<CHN>>,<<CHN-XZN005
Shigatse region>>,<<CHN-XZN006>>,<<Xizang>>,<<CHN-XZN>>,<<China>>,<<CHN>>,<<CHN-XZN006
Lhasa City>>,<<CHN-XZN007>>,<<Xizang>>,<<CHN-XZN>>,<<China>>,<<CHN>>,<<CHN-XZN007
Lincang>>,<<CHN-YNN001>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN001
Xishuangbanna>>,<<CHN-YNN002>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN002
Zhaotong City>>,<<CHN-YNN003>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN003
Nujiang>>,<<CHN-YNN004>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN004
Yuxi City>>,<<CHN-YNN005>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN005
Kunming City>>,<<CHN-YNN006>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN006
Pu'er City>>,<<CHN-YNN007>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN007
Baoshan City>>,<<CHN-YNN008>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN008
Qujing City>>,<<CHN-YNN009>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN009
Chuxiong City>>,<<CHN-YNN010>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN010
Honghe Prefecture>>,<<CHN-YNN011>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN011
Di Qingzhou>>,<<CHN-YNN012>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN012
Wen Shanzhou>>,<<CHN-YNN013>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN013
Lijiang City>>,<<CHN-YNN014>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN014
Dali City>>,<<CHN-YNN015>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN015
De Hongzhou>>,<<CHN-YNN016>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CHN>>,<<CHN-YNN016
Jiaxing City>>,<<CHN-ZHJ001>>,<<Zhejiang>>,<<CHN-ZHJ>>,<<China>>,<<CHN>>,<<CHN-ZHJ001
Taizhou City>>,<<CHN-ZHJ002>>,<<Zhejiang>>,<<CHN-ZHJ>>,<<China>>,<<CHN>>,<<CHN-ZHJ002
Jinhua City>>,<<CHN-ZHJ003>>,<<Zhejiang>>,<<CHN-ZHJ>>,<<China>>,<<CHN>>,<<CHN-ZHJ003
Wenzhou City>>,<<CHN-ZHJ004>>,<<Zhejiang>>,<<CHN-ZHJ>>,<<China>>,<<CHN>>,<<CHN-ZHJ004
Huzhou City>>,<<CHN-ZHJ005>>,<<Zhejiang>>,<<CHN-ZHJ>>,<<China>>,<<CHN>>,<<CHN-ZHJ005
Shaoxing City>>,<<CHN-ZHJ006>>,<<Zhejiang>>,<<CHN-ZHJ>>,<<China>>,<<CHN>>,<<CHN-ZHJ006
Zhoushan City>>,<<CHN-ZHJ007>>,<<Zhejiang>>,<<CHN-ZHJ>>,<<China>>,<<CHN>>,<<CHN-ZHJ007
Quzhou City>>,<<CHN-ZHJ008>>,<<Zhejiang>>,<<CHN-ZHJ>>,<<China>>,<<CHN>>,<<CHN-ZHJ008
Ningbo City>>,<<CHN-ZHJ009>>,<<Zhejiang>>,<<CHN-ZHJ>>,<<China>>,<<CHN>>,<<CHN-ZHJ009
Lishui City>>,<<CHN-ZHJ010>>,<<Zhejiang>>,<<CHN-ZHJ>>,<<China>>,<<CHN>>,<<CHN-ZHJ010
Hangzhou City>>,<<CHN-ZHJ011>>,<<Zhejiang>>,<<CHN-ZHJ>>,<<China>>,<<CHN>>,<<CHN-ZHJ011
Chongqing City>>,<<CHN-CHQ001>>,<<Chongqing>>,<<CHN-CHQ>>,<<China>>,<<CHN>>,<<CHN-CHQ001
HongKong>>,<<CHN-HKG001>>,<<Hong Kong>>,<<CHN-HKG>>,<<China>>,<<CHN>>,<<CHN-HKG001
Macau>>,<<CHN-MAC001>>,<<MAC>>,<<CHN-MAC>>,<<China>>,<<CHN>>,<<CHN-MAC001
Polk>>,<<USA-TEX373>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX373
Bradley>>,<<USA-ARK011>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK011
Emanuel>>,<<USA-GEO107>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO107
Pecos>>,<<USA-TEX371>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX371
Evans>>,<<USA-GEO109>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO109
Carroll>>,<<USA-ARK015>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK015
Presidio>>,<<USA-TEX377>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX377
East Baton Rouge>>,<<USA-LOU033>>,<<Louisiana>>,<<USA-LOU>>,<<United States>>,<<USA>>,<<USA-LOU033
Effingham>>,<<USA-GEO103>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO103
Calhoun>>,<<USA-ARK013>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK013
Potter>>,<<USA-TEX375>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX375
Elbert>>,<<USA-GEO105>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO105
De Soto>>,<<USA-LOU031>>,<<Louisiana>>,<<USA-LOU>>,<<United States>>,<<USA>>,<<USA-LOU031
Clark>>,<<USA-ARK019>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK019
East Feliciana>>,<<USA-LOU037>>,<<Louisiana>>,<<USA-LOU>>,<<United States>>,<<USA>>,<<USA-LOU037
Rains>>,<<USA-TEX379>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX379
Chicot>>,<<USA-ARK017>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK017
East Carroll>>,<<USA-LOU035>>,<<Louisiana>>,<<USA-LOU>>,<<United States>>,<<USA>>,<<USA-LOU035
Echols>>,<<USA-GEO101>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO101
Evangeline>>,<<USA-LOU039>>,<<Louisiana>>,<<USA-LOU>>,<<United States>>,<<USA>>,<<USA-LOU039
Randall>>,<<USA-TEX381>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX381
Franklin>>,<<USA-GEO119>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO119
Reagan>>,<<USA-TEX383>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX383
Forsyth>>,<<USA-GEO117>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO117
Arkansas>>,<<USA-ARK001>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK001
Real>>,<<USA-TEX385>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX385
Franklin>>,<<USA-LOU041>>,<<Louisiana>>,<<USA-LOU>>,<<United States>>,<<USA>>,<<USA-LOU041
Floyd>>,<<USA-GEO115>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO115
Ashley>>,<<USA-ARK003>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK003
Red River>>,<<USA-TEX387>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX387
Grant>>,<<USA-LOU043>>,<<Louisiana>>,<<USA-LOU>>,<<United States>>,<<USA>>,<<USA-LOU043
Fayette>>,<<USA-GEO113>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO113
