PREFECTURE NAME>>,<<CHINESE NAME>>,<<PREFECTURE GMI
Yanshi City>>,<<偃师市>>,<<410381
Gongyi City>>,<<巩义市>>,<<410181
Wen Xian>>,<<温县>>,<<410825
Mianchi Xian>>,<<渑池县>>,<<411221
Xin'an Xian>>,<<新安县>>,<<410323
Yiyang Xian>>,<<宜阳县>>,<<410327
Yima Shi>>,<<义马市>>,<<411281
Yongcheng City>>,<<永城市>>,<<411481
Xiayi County>>,<<夏邑县>>,<<411426
Suiyang District>>,<<睢阳区>>,<<411403
Zhecheng County>>,<<柘城县>>,<<411424
Taikang County>>,<<太康县>>,<<411627
Suixian>>,<<睢县>>,<<411422
Changge City>>,<<长葛市>>,<<411082
Xuchang County>>,<<许昌县>>,<<411023
Weidu District>>,<<魏都区>>,<<411002
Baofeng Xian>>,<<宝丰县>>,<<410421
Ruzhou Shi>>,<<汝州市>>,<<410482
Huaiyang County>>,<<淮阳县>>,<<411626
Xiangcheng City>>,<<项城市>>,<<411681
Shangshui County>>,<<商水县>>,<<411623
Xiping County>>,<<西平县>>,<<411721
Shenqiu County>>,<<沈丘县>>,<<411624
Shangcai County>>,<<上蔡县>>,<<411722
Runan County>>,<<汝南县>>,<<411727
Suiping County>>,<<遂平县>>,<<411728
Yicheng District>>,<<驿城区>>,<<411702
Wugang Shi>>,<<舞钢市>>,<<410481
Fangcheng County>>,<<方城县>>,<<411322
Biyang County>>,<<泌阳县>>,<<411726
Sheqi County>>,<<社旗县>>,<<411327
Nanzhao County>>,<<南召县>>,<<411321
Wolong District>>,<<卧龙区>>,<<411303
Zhenping County>>,<<镇平县>>,<<411324
Dengzhou City>>,<<邓州市>>,<<411381
Neixiang County>>,<<内乡县>>,<<411325
Xixia County>>,<<西峡县>>,<<411323
Xichuan County>>,<<淅川县>>,<<411326
Huaibin County>>,<<淮滨县>>,<<411527
Xixian County>>,<<息县>>,<<411528
Huangchuan County>>,<<潢川县>>,<<411526
Zhengyang County>>,<<正阳县>>,<<411724
Pingqiao District>>,<<平桥区>>,<<411503
Queshan County>>,<<确山县>>,<<411725
Tongbai County>>,<<桐柏县>>,<<411330
Tanghe County>>,<<唐河县>>,<<411328
Xinye County>>,<<新野县>>,<<411329
Gushi County>>,<<固始县>>,<<411525
Xinxian County>>,<<新县>>,<<411523
Guangshan County>>,<<光山县>>,<<411522
Luoshan County>>,<<罗山县>>,<<411521
Huojia Xian>>,<<获嘉县>>,<<410724
Xinxiang County>>,<<新乡县>>,<<410721
Fengquan District>>,<<凤泉区>>,<<410704
Qi Xian>>,<<杞县>>,<<410221
Lushi Xian>>,<<卢氏县>>,<<411224
Wancheng District>>,<<宛城区>>,<<411302
Xincai County>>,<<新蔡县>>,<<411729
Makino District>>,<<牧野区>>,<<410711
Bo'ai Xian>>,<<博爱县>>,<<410822
Shan Zhou District>>,<<陕州区>>,<<411222
Lingbao City>>,<<灵宝市>>,<<411282
Song Xian>>,<<嵩县>>,<<410325
Luanchuan Xian>>,<<栾川县>>,<<410324
Pingyu County>>,<<平舆县>>,<<411723
Jia Xian>>,<<郏县>>,<<410425
Ruyang Xian>>,<<汝阳县>>,<<410326
Jiyuan City>>,<<济源市>>,<<419001
Lakeside Zone>>,<<湖滨区>>,<<411202
Linying Xian>>,<<临颍县>>,<<411122
Yanling Xian>>,<<鄢陵县>>,<<411024
Qinyang Shi>>,<<沁阳市>>,<<410882
Station area>>,<<中站区>>,<<410803
Xingyang City>>,<<荥阳市>>,<<410182
Dengfeng City>>,<<登封市>>,<<410185
Xinmi City>>,<<新密市>>,<<410183
Jianxi District>>,<<涧西区>>,<<410305
Luolong District>>,<<洛龙区>>,<<410311
Luoning Xian>>,<<洛宁县>>,<<410328
Lushan Xian>>,<<鲁山县>>,<<410423
Xinhua District>>,<<新华区(平顶山)>>,<<410402
liberated area>>,<<解放区>>,<<410802
Shanyang District>>,<<山阳区>>,<<410811
Xiuwu Xian>>,<<修武县>>,<<410821
Weishi Xian>>,<<尉氏县>>,<<410223
Xigong>>,<<西工区>>,<<410303
Yichuan Xian>>,<<伊川县>>,<<410329
Fugou County>>,<<扶沟县>>,<<411621
Xihua County>>,<<西华县>>,<<411622
Yuzhou Shi>>,<<禹州市>>,<<411081
Xiangcheng County>>,<<襄城县>>,<<411025
Zhanhe District>>,<<湛河区>>,<<410411
Heshan District>>,<<鹤山区>>,<<410602
Macun District>>,<<马村区>>,<<410804
Wuzhi Xian>>,<<武陟县>>,<<410823
Yancheng District>>,<<郾城区>>,<<411103
Weidong District>>,<<卫东区>>,<<410403
Ye Xian>>,<<叶县>>,<<410422
Mountain Area>>,<<山城区>>,<<410603
Qibin District>>,<<淇滨区>>,<<410611
Tongxu Xian>>,<<通许县>>,<<410222
Xinzheng City>>,<<新郑市>>,<<410184
Zhaoling>>,<<召陵区>>,<<411104
Qi Xian>>,<<淇县>>,<<410622
Mengjin Xian>>,<<孟津县>>,<<410322
Yuanhui District>>,<<源汇区>>,<<411102
Shilong District>>,<<石龙区>>,<<410404
Wuyang Xian>>,<<舞阳县>>,<<411121
Xun Xian>>,<<浚县>>,<<410621
Kaifeng City>>,<<开封市区>>,<<410201
Longting District>>,<<龙亭区>>,<<410206
Shunhe huizu District>>,<<顺河回族区>>,<<410202
Xiangfu District>>,<<祥符区>>,<<410203
Yuwangtai District>>,<<禹王台区>>,<<410205
Gulou District>>,<<鼓楼区(开封)>>,<<410204
Red flag area>>,<<红旗区>>,<<410702
Weibin District>>,<<卫滨区>>,<<410703
Geely District>>,<<吉利区>>,<<410306
Chuanhui District>>,<<川汇区>>,<<411602
Shangjie District>>,<<上街区>>,<<410106
Mengzhou City>>,<<孟州市>>,<<410883
Huiji District>>,<<惠济区>>,<<410108
old town>>,<<老城区>>,<<410302
Chanhe Hui District>>,<<瀍河回族区>>,<<410304
Tahe Xian>>,<<塔河县>>,<<232722
Mohe Xian>>,<<漠河县>>,<<232723
Huma Xian>>,<<呼玛县>>,<<232721
Xinling District>>,<<新林区>>,<<232725
Jiagedaqi District>>,<<加格达奇区>>,<<232728
Huzhong District>>,<<呼中区>>,<<232726
Songling District>>,<<松岭区>>,<<232727
Aihui District>>,<<爱辉区>>,<<231102
Nenjiang County>>,<<嫩江县>>,<<231121
Xunke County>>,<<逊克县>>,<<231123
Sunwu County>>,<<孙吴县>>,<<231124
Jiayin Xian>>,<<嘉荫县>>,<<230722
Wuyiling District>>,<<乌伊岭区>>,<<230714
Wudalianchi City>>,<<五大连池市>>,<<231182
Nehe City>>,<<讷河市>>,<<230281
Tangwanghe District>>,<<汤旺河区>>,<<230712
Xinqing District>>,<<新青区>>,<<230707
Red Star District>>,<<红星区>>,<<230715
Meixi District>>,<<美溪区>>,<<230708
Five.>>,<<五营区>>,<<230710
Friendly region>>,<<友好区>>,<<230704
Bei'an City>>,<<北安市>>,<<231181
Kedong Xian>>,<<克东县>>,<<230230
Keshan Xian>>,<<克山县>>,<<230229
Yi'an Xian>>,<<依安县>>,<<230223
Fuyu Xian>>,<<富裕县>>,<<230227
Tongjiang Shi>>,<<同江市>>,<<230881
Luobei Xian>>,<<萝北县>>,<<230421
Dongshan District>>,<<东山区>>,<<230406
Jinshan District>>,<<金山屯区>>,<<230709
Nancha District>>,<<南岔区>>,<<230703
Wumahe District>>,<<乌马河区>>,<<230711
Tieli Shi>>,<<铁力市>>,<<230781
Cuiluan District>>,<<翠峦区>>,<<230706
Qing’an County>>,<<庆安县>>,<<231224
Suileng County>>,<<绥棱县>>,<<231226
Helen City>>,<<海伦市>>,<<231283
Baiquan Xian>>,<<拜泉县>>,<<230231
Mingshui County>>,<<明水县>>,<<231225
Raohe County>>,<<饶河县>>,<<230524
Fujin Shi>>,<<富锦市>>,<<230882
Suibin Xian>>,<<绥滨县>>,<<230422
Huachuan Xian>>,<<桦川县>>,<<230826
Tangyuan Xian>>,<<汤原县>>,<<230828
Suburb>>,<<郊区(佳木斯)>>,<<230802
Qianjin District>>,<<前进区>>,<<230804
Xiangyang District>>,<<向阳区(佳木斯)>>,<<230803
Dongfeng District>>,<<东风区>>,<<230805
Beilin District>>,<<北林区>>,<<231202
Longjiang Xian>>,<<龙江县>>,<<230221
Hulin City>>,<<虎林市>>,<<230381
Baoqing County>>,<<宝清县>>,<<230523
Qiezihe District>>,<<茄子河区>>,<<230904
Boli Xian>>,<<勃利县>>,<<230921
Huanan Xian>>,<<桦南县>>,<<230822
Yilan County>>,<<依兰县>>,<<230123
Tonghe County>>,<<通河县>>,<<230128
Mulan County>>,<<木兰县>>,<<230127
Bayan County>>,<<巴彦县>>,<<230126
Hulan District>>,<<呼兰区>>,<<230111
Wangkui County>>,<<望奎县>>,<<231221
Lanxi County>>,<<兰西县>>,<<231222
Qinggang County>>,<<青冈县>>,<<231223
Anda City>>,<<安达市>>,<<231281
Honggang District>>,<<红岗区>>,<<230605
Ranghulu District>>,<<让胡路区>>,<<230604
Mishan City>>,<<密山市>>,<<230382
Jidong Xian>>,<<鸡东县>>,<<230321
Didao District>>,<<滴道区>>,<<230304
Fangzheng County>>,<<方正县>>,<<230124
Binxian County>>,<<宾县>>,<<230125
Yanshou County>>,<<延寿县>>,<<230129
A Cheng District>>,<<阿城区>>,<<230112
Songbei>>,<<松北区>>,<<230109
Tao Li Qu>>,<<道里区>>,<<230102
Yangming District>>,<<阳明区>>,<<231003
Dongan District>>,<<东安区>>,<<231002
Xi'an District>>,<<西安区(牡丹江)>>,<<231005
Aimin District>>,<<爱民区>>,<<231004
Shangganling District>>,<<上甘岭区>>,<<230716
Fuyuan City>>,<<抚远市>>,<<230833
Jixian Xian>>,<<集贤县>>,<<230521
Angangxi District>>,<<昂昂溪区>>,<<230205
Tiefeng District>>,<<铁锋区>>,<<230204
Longsha District>>,<<龙沙区>>,<<230202
Saertu District>>,<<萨尔图区>>,<<230602
Chengzihe District>>,<<城子河区>>,<<230306
Comb area>>,<<鸡冠区>>,<<230302
Daowai District>>,<<道外区>>,<<230104
Dailing District>>,<<带岭区>>,<<230713
Gannan Xian>>,<<甘南县>>,<<230225
Friendship County>>,<<友谊县>>,<<230522
Lindian County>>,<<林甸县>>,<<230623
Longfeng District>>,<<龙凤区>>,<<230603
Nangang District>>,<<南岗区>>,<<230103
Xiangfang District>>,<<香坊区>>,<<230110
Linkou Xian>>,<<林口县>>,<<231025
Meilisi Daur District>>,<<梅里斯达斡尔族区>>,<<230208
Fulaerji District>>,<<富拉尔基区>>,<<230206
cottage area>>,<<平房区>>,<<230108
Sifangtai District>>,<<四方台区>>,<<230505
Pointed mountain area>>,<<尖山区>>,<<230502
Xing mountain>>,<<兴山区>>,<<230407
Nianzishan District>>,<<碾子山区>>,<<230207
Suifenhe Shi>>,<<绥芬河市>>,<<231081
Xiangyang District>>,<<向阳区(鹤岗)>>,<<230402
Worker peasant District>>,<<工农区>>,<<230403
Mt. Hengshan District>>,<<恒山区>>,<<230303
Ridge East>>,<<岭东区>>,<<230503
Mashan District>>,<<麻山区>>,<<230307
Jianhua District>>,<<建华区>>,<<230203
Peach mountain area>>,<<桃山区>>,<<230903
Baoshan District>>,<<宝山区(双鸭山)>>,<<230506
Lishu District>>,<<梨树区>>,<<230305
Resistant region>>,<<西林区>>,<<230705
Emerging area>>,<<新兴区>>,<<230902
Yichun District>>,<<伊春区>>,<<230702
Nanshan District>>,<<南山区(鹤岗)>>,<<230404
Xingan District>>,<<兴安区>>,<<230405
Xunxi County>>,<<郧西县>>,<<420322
Fancheng District>>,<<樊城区>>,<<420606
Gucheng Xian>>,<<谷城县>>,<<420625
Baokang Xian>>,<<保康县>>,<<420626
Zengdou District>>,<<曾都区>>,<<421302
Jingshan Count y>>,<<京山县>>,<<420821
Yicheng City>>,<<宜城市>>,<<420684
Zhongxiang City>>,<<钟祥市>>,<<420881
Dongbao District>>,<<东宝区>>,<<420802
Xiangcheng District>>,<<襄城区>>,<<420602
Nanzhang Xian>>,<<南漳县>>,<<420624
Yiling District>>,<<夷陵区>>,<<420506
Tuanfeng Xian>>,<<团风县>>,<<421121
Xinzhou District>>,<<新洲区>>,<<420117
Huangpi District>>,<<黄陂区>>,<<420116
Xiaonan District>>,<<孝南区>>,<<420902
East West Lake>>,<<东西湖区>>,<<420112
Xiaochang County>>,<<孝昌县>>,<<420921
Yunmeng County>>,<<云梦县>>,<<420923
Anlu City>>,<<安陆市>>,<<420982
Should city>>,<<应城市>>,<<420981
Hanchuan City>>,<<汉川市>>,<<420984
Tianmen>>,<<天门市>>,<<429006
Shayang County>>,<<沙洋县>>,<<420822
Duodao District>>,<<掇刀区>>,<<420804
Dangyang city>>,<<当阳市>>,<<420582
Yuan’an County>>,<<远安县>>,<<420525
Xiling District>>,<<西陵区>>,<<420502
Spot command>>,<<点军区>>,<<420504
Wujiagang District>>,<<伍家岗区>>,<<420503
Zigui County>>,<<秭归县>>,<<420527
Xingshan County>>,<<兴山县>>,<<420526
Changyang Tujia Autonomous County>>,<<长阳土家族自治县>>,<<420528
Xishui County>>,<<浠水县>>,<<421125
Daye City>>,<<大冶市>>,<<420281
Xisaishanqu>>,<<西塞山区>>,<<420203
Huangzhou District>>,<<黄州区>>,<<421102
Huarong District>>,<<华容区>>,<<420703
Hongshan District>>,<<洪山区>>,<<420111
Jiangxia District>>,<<江夏区>>,<<420115
Liangzihu District>>,<<梁子湖区>>,<<420702
Jiayu County>>,<<嘉鱼县>>,<<421221
Caidian District>>,<<蔡甸区>>,<<420114
Xiantao>>,<<仙桃市>>,<<429004
Qianjiang City>>,<<潜江市>>,<<429005
Jiangling County>>,<<江陵县>>,<<421024
Sand City>>,<<沙市区>>,<<421002
Jingzhou District>>,<<荆州区>>,<<421003
Zhijiang City>>,<<枝江市>>,<<420583
Yidu City>>,<<宜都市>>,<<420581
The city of Hubei Province>>,<<鄂城区>>,<<420704
Haman>>,<<咸安区>>,<<421202
Zhangwan District>>,<<张湾区>>,<<420303
Hannan>>,<<汉南区>>,<<420113
Jiang'an District>>,<<江岸区>>,<<420102
Tieshan District>>,<<铁山区>>,<<420205
Xialu District>>,<<下陆区>>,<<420204
Xiaoting District>>,<<猇亭区>>,<<420505
Jianghan District>>,<<江汉区>>,<<420103
Qiaokou District>>,<<硚口区>>,<<420104
Hanyang District>>,<<汉阳区>>,<<420105
Huangshi port area>>,<<黄石港区>>,<<420202
Shimen Xian>>,<<石门县>>,<<430726
Yunxi District>>,<<云溪区>>,<<430603
Yueyang Xian>>,<<岳阳县>>,<<430621
Huarong Xian>>,<<华容县>>,<<430623
Junshan District>>,<<君山区>>,<<430611
Nanxian County>>,<<南县>>,<<430921
Datonghu District>>,<<大通湖区>>,<<430930
Li Xian>>,<<澧县>>,<<430723
Jinshi Shi>>,<<津市市>>,<<430781
Linli Xian>>,<<临澧县>>,<<430724
Cili Xian>>,<<慈利县>>,<<430821
Wulingyuan District>>,<<武陵源区>>,<<430811
Pingjiang Xian>>,<<平江县>>,<<430626
Xiangyin Xian>>,<<湘阴县>>,<<430624
Miluo Shi>>,<<汨罗市>>,<<430681
Yuanjiang City>>,<<沅江市>>,<<430981
Ziyang District>>,<<资阳区>>,<<430902
Hanshou Xian>>,<<汉寿县>>,<<430722
Yuanling County>>,<<沅陵县>>,<<431222
Wangcheng District>>,<<望城区>>,<<430122
Kaifu District>>,<<开福区>>,<<430105
Furong District>>,<<芙蓉区>>,<<430102
Yuelu District>>,<<岳麓区>>,<<430104
Yuhua District>>,<<雨花区>>,<<430111
Tianxin District>>,<<天心区>>,<<430103
Ningxiang Xian>>,<<宁乡县>>,<<430124
Anhua County>>,<<安化县>>,<<430923
Lianyuan City>>,<<涟源市>>,<<431382
Xupu County>>,<<溆浦县>>,<<431224
Xinhua County>>,<<新化县>>,<<431322
You Xian>>,<<攸县>>,<<430223
Zhuzhou Xian>>,<<株洲县>>,<<430221
Hengdong Xian>>,<<衡东县>>,<<430424
Xiangtan County>>,<<湘潭县>>,<<430321
Hengshan Xian>>,<<衡山县>>,<<430423
Shuangfeng County>>,<<双峰县>>,<<431321
Shaodong Xian>>,<<邵东县>>,<<430521
Mayang Miao Autonomous County>>,<<麻阳苗族自治县>>,<<431226
Fenghuang Xian>>,<<凤凰县>>,<<433123
Chaling Xian>>,<<茶陵县>>,<<430224
Leiyang Shi>>,<<耒阳市>>,<<430481
Hengnan County>>,<<衡南县>>,<<430422
Chinese County>>,<<中方县>>,<<431221
Hongjiang City>>,<<洪江市>>,<<431281
Dong Autonomous County of Zhi River>>,<<芷江侗族自治县>>,<<431228
Huitong County>>,<<会同县>>,<<431225
Yanling County>>,<<炎陵县>>,<<430225
Anren County>>,<<安仁县>>,<<431028
Yongxing County>>,<<永兴县>>,<<431023
Changning>>,<<常宁市>>,<<430482
Qidong Xian>>,<<祁东县>>,<<430426
Qiyang County>>,<<祁阳县>>,<<431121
Lengshuitan District>>,<<冷水滩区>>,<<431103
Dong’an County>>,<<东安县>>,<<431122
Wugang City>>,<<武冈市>>,<<430581
Chengbu Miaozu Zizhixian>>,<<城步苗族自治县>>,<<430529
Guiyang County>>,<<桂阳县>>,<<431021
Xintian County>>,<<新田县>>,<<431128
Jiahe County>>,<<嘉禾县>>,<<431024
Shuangpai County>>,<<双牌县>>,<<431123
Daoxian County>>,<<道县>>,<<431124
Jiangyong County>>,<<江永县>>,<<431125
Luxi Xian>>,<<泸溪县>>,<<433122
Guidong County>>,<<桂东县>>,<<431027
Anxiang Xian>>,<<安乡县>>,<<430721
Taojiang County>>,<<桃江县>>,<<430922
Yongshun Xian>>,<<永顺县>>,<<433127
Changsha County>>,<<长沙县>>,<<430121
Guzhang Xian>>,<<古丈县>>,<<433126
Chenxi County>>,<<辰溪县>>,<<431223
Longhui Xian>>,<<隆回县>>,<<430524
Lingling District>>,<<零陵区>>,<<431102
Jishou City>>,<<吉首市>>,<<433101
Hecheng District>>,<<鹤城区>>,<<431202
Xinshao Xian>>,<<新邵县>>,<<430522
Shaoyang Xian>>,<<邵阳县>>,<<430523
Miao and Dong Autonomous County>>,<<靖州苗族侗族自治县>>,<<431229
Yongding District>>,<<永定区(张家界)>>,<<430802
Sangzhi Xian>>,<<桑植县>>,<<430822
Taoyuan Xian>>,<<桃源县>>,<<430725
Xiangxiang Shi>>,<<湘乡市>>,<<430381
Hengyang County>>,<<衡阳县>>,<<430421
North Tower District>>,<<北塔区>>,<<430511
Dongkou Xian>>,<<洞口县>>,<<430525
Yuetang District>>,<<岳塘区>>,<<430304
Shifeng District>>,<<石峰区>>,<<430204
Louxing District>>,<<娄星区>>,<<431302
Shuangqing District>>,<<双清区>>,<<430502
Suining Xian>>,<<绥宁县>>,<<430527
Hetang District>>,<<荷塘区>>,<<430202
Tianyuan District>>,<<天元区>>,<<430211
Daxiang District>>,<<大祥区>>,<<430503
Yueyang Tower District>>,<<岳阳楼区>>,<<430602
Heshan District>>,<<赫山区>>,<<430903
Lusong District>>,<<芦淞区>>,<<430203
Shaoshan City>>,<<韶山市>>,<<430382
Nanyue District>>,<<南岳区>>,<<430412
Lengshuijiang City>>,<<冷水江市>>,<<431381
Shigu District>>,<<石鼓区>>,<<430407
Zhengxiang District>>,<<蒸湘区>>,<<430408
Rain Lake District>>,<<雨湖区>>,<<430302
Zhuhui District>>,<<珠晖区>>,<<430405
Wuling District>>,<<武陵区>>,<<430702
Yanfeng District>>,<<雁峰区>>,<<430406
Zhenlai County>>,<<镇赉县>>,<<220821
Ningjiang district>>,<<宁江区>>,<<220702
Big city>>,<<大安市>>,<<220882
Taonan City>>,<<洮南市>>,<<220881
Taobei District>>,<<洮北区>>,<<220802
Yushu City>>,<<榆树市>>,<<220182
Fuyu City>>,<<扶余市>>,<<220724
Dehui City>>,<<德惠市>>,<<220183
Nong'an Xian>>,<<农安县>>,<<220122
Mongolian Autonomous County of Qian Gorlos>>,<<前郭尔罗斯蒙古族自治县>>,<<220721
Qian’an County>>,<<乾安县>>,<<220723
Tongyu County>>,<<通榆县>>,<<220822
Dunhua Shi>>,<<敦化市>>,<<222403
Shulan City>>,<<舒兰市>>,<<220283
Jiaohe Shi>>,<<蛟河市>>,<<220281
Jiutai District>>,<<九台区>>,<<220181
Changyi District>>,<<昌邑区>>,<<220202
Wide city>>,<<宽城区>>,<<220103
Luyuan District>>,<<绿园区>>,<<220106
Changling County>>,<<长岭县>>,<<220722
Gongzhuling Shi>>,<<公主岭市>>,<<220381
Shuangliao City>>,<<双辽市>>,<<220382
Wangqing Xian>>,<<汪清县>>,<<222424
Huadian Shi>>,<<桦甸市>>,<<220282
Longtan District>>,<<龙潭区>>,<<220203
Fullness region>>,<<丰满区>>,<<220211
Yongji Xian>>,<<永吉县>>,<<220221
Rock City>>,<<磐石市>>,<<220284
Shuangyang District>>,<<双阳区>>,<<220112
Yitong Manzu Zizhixian>>,<<伊通满族自治县>>,<<220323
Chaoyang District>>,<<朝阳区(长春)>>,<<220104
Lishu Xian>>,<<梨树县>>,<<220322
Liaohenongken manager Area>>,<<辽河农垦管理区>>,<<220324
Tumen Shi>>,<<图们市>>,<<222402
Yanji City>>,<<延吉市>>,<<222401
Longjing Shi>>,<<龙井市>>,<<222405
Helong City>>,<<和龙市>>,<<222406
Antu Xian>>,<<安图县>>,<<222426
Jingyu Xian>>,<<靖宇县>>,<<220622
Huinan Xian>>,<<辉南县>>,<<220523
Meihekou Shi>>,<<梅河口市>>,<<220581
Dongfeng Xian>>,<<东丰县>>,<<220421
Dongliao Xian>>,<<东辽县>>,<<220422
Xi'an District>>,<<西安区(辽源)>>,<<220403
Fusong Xian>>,<<抚松县>>,<<220621
Linjiang City>>,<<临江市>>,<<220681
River Source Area>>,<<江源区>>,<<220605
Liuhe Xian>>,<<柳河县>>,<<220524
Hunjiang District>>,<<浑江区>>,<<220602
Changbai Chaosenzu Zizhixian>>,<<长白朝鲜族自治县>>,<<220623
Ji'an Shi>>,<<集安市>>,<<220582
Dongchang District>>,<<东昌区>>,<<220502
Huichun Shi>>,<<珲春市>>,<<222404
Erdaojiang>>,<<二道江区>>,<<220503
Tiexi District>>,<<铁西区(四平)>>,<<220302
Chuanying District>>,<<船营区>>,<<220204
MTR Eastern>>,<<铁东区(四平)>>,<<220303
Two road area>>,<<二道区>>,<<220105
Nanguan District>>,<<南关区>>,<<220102
Mountain Area>>,<<龙山区>>,<<220402
Ganyu District>>,<<赣榆区>>,<<320721
Lianyun District>>,<<连云区>>,<<320703
Feng Xian>>,<<丰县>>,<<320321
Pei Xian>>,<<沛县>>,<<320322
Guanyun Xian>>,<<灌云县>>,<<320723
Xiangshui Xian>>,<<响水县>>,<<320921
Guannan County>>,<<灌南县>>,<<320724
Lianshui Xian>>,<<涟水县>>,<<320826
Shuyang County>>,<<沭阳县>>,<<321322
Donghai Xian>>,<<东海县>>,<<320722
Xinyi Shi>>,<<新沂市>>,<<320381
Suyu District>>,<<宿豫区>>,<<321311
Sucheng District>>,<<宿城区>>,<<321302
Pizhou City>>,<<邳州市>>,<<320382
Copper Mt. District>>,<<铜山区>>,<<320312
Sheyang Xian>>,<<射阳县>>,<<320924
Binhai Xian>>,<<滨海县>>,<<320922
Funing Xian>>,<<阜宁县>>,<<320923
Huaian District>>,<<淮安区>>,<<320803
Baoying Xian>>,<<宝应县>>,<<321023
Huaiyin District>>,<<淮阴区>>,<<320804
Siyang County>>,<<泗阳县>>,<<321323
Sihong County>>,<<泗洪县>>,<<321324
Suining Xian>>,<<睢宁县>>,<<320324
Dafeng District>>,<<大丰区>>,<<320982
Dongtai Shi>>,<<东台市>>,<<320981
Hai'an Xian>>,<<海安县>>,<<320621
Xinghua City>>,<<兴化市>>,<<321281
Rudong Xian>>,<<如东县>>,<<320623
Jurong City>>,<<句容市>>,<<321183
Gaochun District>>,<<高淳区>>,<<320125
Tongzhou District>>,<<通州区(南通)>>,<<320683
Rugao City>>,<<如皋市>>,<<320682
Jingjiang City>>,<<靖江市>>,<<321282
Changshu Shi>>,<<常熟市>>,<<320581
Xiangcheng District>>,<<相城区>>,<<320507
Huqiu District>>,<<虎丘区>>,<<320505
Xishan District>>,<<锡山区>>,<<320205
Liyang City>>,<<溧阳市>>,<<320481
Jianhu Xian>>,<<建湖县>>,<<320925
Tianchang>>,<<天长市>>,<<341181
Pukou District>>,<<浦口区>>,<<320111
Zhangjiagang Shi>>,<<张家港市>>,<<320582
Suzhou District>>,<<姑苏区>>,<<320502
Hongze District>>,<<洪泽区>>,<<320829
Gaoyou City>>,<<高邮市>>,<<321084
Yizheng Shi>>,<<仪征市>>,<<321081
