PREFECTURE NAME>>,<<PREFECTURE GMI>>,<<CITY NAME>>,<<CITY GMI>>,<<PROVINCE NAME>>,<<PROVINCE GMI>>,<<COUNTYR NAME>>,<<PREFECTURE GMI
Weichang Manchu Autonomous County of Mongolia>>,<<130828>>,<<Chengde City>>,<<CHN-HEB007>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130828
Xinhua District>>,<<130902>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130902
Canal Zone>>,<<130903>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130903
Cangxian County>>,<<130921>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130921
Qing Xian>>,<<130922>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130922
Dongguang County>>,<<130923>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130923
Haixing County>>,<<130924>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130924
Yanshan County>>,<<130925>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130925
Suning County>>,<<130926>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130926
Nanpi County>>,<<130927>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130927
Wuqiao County>>,<<130928>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130928
Xianxian County>>,<<130929>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130929
Hui Autonomous County of Mengcun>>,<<130930>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130930
Botou City>>,<<130981>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130981
Renqiu City>>,<<130982>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130982
Huanghua City>>,<<130983>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130983
Hejian City>>,<<130984>>,<<Cangzhou City>>,<<CHN-HEB011>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<130984
Anci District>>,<<131002>>,<<Langfang>>,<<CHN-HEB001>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131002
Guangyang District>>,<<131003>>,<<Langfang>>,<<CHN-HEB001>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131003
Gu'an Xian>>,<<131022>>,<<Langfang>>,<<CHN-HEB001>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131022
Yongqing Xian>>,<<131023>>,<<Langfang>>,<<CHN-HEB001>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131023
Xianghe Xian>>,<<131024>>,<<Langfang>>,<<CHN-HEB001>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131024
Dacheng Xian>>,<<131025>>,<<Langfang>>,<<CHN-HEB001>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131025
Wen'an Xian>>,<<131026>>,<<Langfang>>,<<CHN-HEB001>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131026
Dachang Huizu Zizhixian>>,<<131028>>,<<Langfang>>,<<CHN-HEB001>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131028
Bazhou City>>,<<131081>>,<<Langfang>>,<<CHN-HEB001>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131081
Sanhe>>,<<131082>>,<<Langfang>>,<<CHN-HEB001>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131082
Taocheng District>>,<<131102>>,<<Hengshui>>,<<CHN-HEB003>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131102
Zaoqiang County>>,<<131121>>,<<Hengshui>>,<<CHN-HEB003>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131121
Wuyi County>>,<<131122>>,<<Hengshui>>,<<CHN-HEB003>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131122
Wuqiang County>>,<<131123>>,<<Hengshui>>,<<CHN-HEB003>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131123
Raoyang County>>,<<131124>>,<<Hengshui>>,<<CHN-HEB003>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131124
Anping County>>,<<131125>>,<<Hengshui>>,<<CHN-HEB003>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131125
Gucheng County>>,<<131126>>,<<Hengshui>>,<<CHN-HEB003>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131126
Jingxian County>>,<<131127>>,<<Hengshui>>,<<CHN-HEB003>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131127
Fucheng County>>,<<131128>>,<<Hengshui>>,<<CHN-HEB003>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131128
Jizhou District>>,<<131181>>,<<Hengshui>>,<<CHN-HEB003>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131181
Shenzhou City>>,<<131182>>,<<Hengshui>>,<<CHN-HEB003>>,<<Hebei>>,<<CHN-HEB>>,<<Chinese>>,<<CHN>>,<<131182
Store area>>,<<140105>>,<<Taiyuan>>,<<CHN-SHX008>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140105
Yingze District>>,<<140106>>,<<Taiyuan>>,<<CHN-SHX008>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140106
Xinghualing District>>,<<140107>>,<<Taiyuan>>,<<CHN-SHX008>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140107
Pointed lawn area>>,<<140108>>,<<Taiyuan>>,<<CHN-SHX008>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140108
Wan Berlin>>,<<140109>>,<<Taiyuan>>,<<CHN-SHX008>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140109
Jinyuan District>>,<<140110>>,<<Taiyuan>>,<<CHN-SHX008>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140110
Qingxu Xian>>,<<140121>>,<<Taiyuan>>,<<CHN-SHX008>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140121
Yangqu Xian>>,<<140122>>,<<Taiyuan>>,<<CHN-SHX008>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140122
Loufan Xian>>,<<140123>>,<<Taiyuan>>,<<CHN-SHX008>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140123
Gujiao Shi>>,<<140181>>,<<Taiyuan>>,<<CHN-SHX008>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140181
City Proper>>,<<140202>>,<<Datong>>,<<CHN-SHX006>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140202
Mining Area>>,<<140203>>,<<Datong>>,<<CHN-SHX006>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140203
Southern suburbs>>,<<140211>>,<<Datong>>,<<CHN-SHX006>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140211
Wing area>>,<<140212>>,<<Datong>>,<<CHN-SHX006>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140212
Yanggao County>>,<<140221>>,<<Datong>>,<<CHN-SHX006>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140221
Tianzhen County>>,<<140222>>,<<Datong>>,<<CHN-SHX006>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140222
Guangling County>>,<<140223>>,<<Datong>>,<<CHN-SHX006>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140223
Lingqiu County>>,<<140224>>,<<Datong>>,<<CHN-SHX006>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140224
Hunyuan County>>,<<140225>>,<<Datong>>,<<CHN-SHX006>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140225
Zuoyun County>>,<<140226>>,<<Datong>>,<<CHN-SHX006>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140226
Datong County>>,<<140227>>,<<Datong>>,<<CHN-SHX006>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140227
City Proper>>,<<140302>>,<<Yangquan>>,<<CHN-SHX003>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140302
Mining area>>,<<140303>>,<<Yangquan>>,<<CHN-SHX003>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140303
Suburb>>,<<140311>>,<<Yangquan>>,<<CHN-SHX003>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140311
Pingding Xian>>,<<140321>>,<<Yangquan>>,<<CHN-SHX003>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140321
Yu Xian>>,<<140322>>,<<Yangquan>>,<<CHN-SHX003>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140322
City Proper>>,<<140402>>,<<Changzhi>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140402
Suburb>>,<<140411>>,<<Changzhi>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140411
Changzhi Xian>>,<<140421>>,<<Changzhi>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140421
Xiangyuan Xian>>,<<140423>>,<<Changzhi>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140423
Tunliu Xian>>,<<140424>>,<<Changzhi>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140424
Pingshun Xian>>,<<140425>>,<<Changzhi>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140425
Licheng Xian>>,<<140426>>,<<Changzhi>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140426
Huguan Xian>>,<<140427>>,<<Changzhi>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140427
Zhangzi Xian>>,<<140428>>,<<Changzhi>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140428
Wuxiang Xian>>,<<140429>>,<<Changzhi>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140429
Qin Xian>>,<<140430>>,<<Changzhi>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140430
Qinyuan Xian>>,<<140431>>,<<Changzhi>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140431
Lucheng>>,<<140481>>,<<Changzhi>>,<<CHN-SHX005>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140481
City Proper>>,<<140502>>,<<Jincheng>>,<<CHN-SHX002>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140502
Qinshui Xian>>,<<140521>>,<<Jincheng>>,<<CHN-SHX002>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140521
Yangcheng Xian>>,<<140522>>,<<Jincheng>>,<<CHN-SHX002>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140522
Lingchuan Xian>>,<<140524>>,<<Jincheng>>,<<CHN-SHX002>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140524
Zezhou County>>,<<140525>>,<<Jincheng>>,<<CHN-SHX002>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140525
Gaoping City>>,<<140581>>,<<Jincheng>>,<<CHN-SHX002>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140581
Shuo City>>,<<140602>>,<<Shuozhou>>,<<CHN-SHX007>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140602
Pinglu District>>,<<140603>>,<<Shuozhou>>,<<CHN-SHX007>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140603
Shanyin Xian>>,<<140621>>,<<Shuozhou>>,<<CHN-SHX007>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140621
Yingxian County>>,<<140622>>,<<Shuozhou>>,<<CHN-SHX007>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140622
Youyu County>>,<<140623>>,<<Shuozhou>>,<<CHN-SHX007>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140623
Huairen County>>,<<140624>>,<<Shuozhou>>,<<CHN-SHX007>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140624
Yuci District>>,<<140702>>,<<Jinzhong City>>,<<CHN-SHX004>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140702
Yushe County>>,<<140721>>,<<Jinzhong City>>,<<CHN-SHX004>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140721
Zuoquan County>>,<<140722>>,<<Jinzhong City>>,<<CHN-SHX004>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140722
Heshun Couuty>>,<<140723>>,<<Jinzhong City>>,<<CHN-SHX004>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140723
Xiyang County>>,<<140724>>,<<Jinzhong City>>,<<CHN-SHX004>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140724
Shouyang County>>,<<140725>>,<<Jinzhong City>>,<<CHN-SHX004>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140725
Taigu County>>,<<140726>>,<<Jinzhong City>>,<<CHN-SHX004>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140726
Qi County>>,<<140727>>,<<Jinzhong City>>,<<CHN-SHX004>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140727
Pingyao County>>,<<140728>>,<<Jinzhong City>>,<<CHN-SHX004>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140728
Lingshi County>>,<<140729>>,<<Jinzhong City>>,<<CHN-SHX004>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140729
Jiexiu City>>,<<140781>>,<<Jinzhong City>>,<<CHN-SHX004>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140781
Saline Lake District>>,<<140802>>,<<Yuncheng>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140802
Linyi County>>,<<140821>>,<<Yuncheng>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140821
Wanrong County>>,<<140822>>,<<Yuncheng>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140822
Wenxi County>>,<<140823>>,<<Yuncheng>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140823
Jishan County>>,<<140824>>,<<Yuncheng>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140824
Xinjiang County>>,<<140825>>,<<Yuncheng>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140825
Jiangxian County>>,<<140826>>,<<Yuncheng>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140826
Yuanqu County>>,<<140827>>,<<Yuncheng>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140827
Xiaxian County>>,<<140828>>,<<Yuncheng>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140828
Pinglu County>>,<<140829>>,<<Yuncheng>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140829
Ruicheng County>>,<<140830>>,<<Yuncheng>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140830
Yongji City>>,<<140881>>,<<Yuncheng>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140881
Hejin City>>,<<140882>>,<<Yuncheng>>,<<CHN-SHX011>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140882
Xinfu District>>,<<140902>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140902
Dingxiang County>>,<<140921>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140921
Wutai County>>,<<140922>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140922
Daixian County>>,<<140923>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140923
Fanshi County>>,<<140924>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140924
Ningwu County>>,<<140925>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140925
Jingle County>>,<<140926>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140926
Shenchi County>>,<<140927>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140927
Wuzhai County>>,<<140928>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140928
Kelan County>>,<<140929>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140929
Hequ County>>,<<140930>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140930
Baode County>>,<<140931>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140931
Pianguan County>>,<<140932>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140932
Yuanping City>>,<<140981>>,<<Xinzhou>>,<<CHN-SHX010>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<140981
Yaodu District>>,<<141002>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141002
Quwo County>>,<<141021>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141021
Yicheng County>>,<<141022>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141022
Xiangfen County>>,<<141023>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141023
Hongdong County>>,<<141024>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141024
Guxian County>>,<<141025>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141025
Anze County>>,<<141026>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141026
Fushan County>>,<<141027>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141027
Jixian County>>,<<141028>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141028
Xiangning County>>,<<141029>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141029
Daning County>>,<<141030>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141030
Xixian County>>,<<141031>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141031
Yonghe County>>,<<141032>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141032
Puxian County>>,<<141033>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141033
Fenxi County>>,<<141034>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141034
Houma City>>,<<141081>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141081
Huozhou City>>,<<141082>>,<<Linfen>>,<<CHN-SHX009>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141082
Lishi District>>,<<141102>>,<<Lvliang Cit>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141102
Wenshui County>>,<<141121>>,<<Lvliang Cit>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141121
Jiaocheng County>>,<<141122>>,<<Lvliang Cit>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141122
Xingxian County>>,<<141123>>,<<Lvliang Cit>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141123
Linxian County>>,<<141124>>,<<Lvliang Cit>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141124
Liulin County>>,<<141125>>,<<Lvliang Cit>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141125
Shilou County>>,<<141126>>,<<Lvliang Cit>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141126
Lanxian County>>,<<141127>>,<<Lvliang Cit>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141127
Fangshan County>>,<<141128>>,<<Lvliang Cit>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141128
Zhongyang County>>,<<141129>>,<<Lvliang Cit>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141129
Jiaokou County>>,<<141130>>,<<Lvliang Cit>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141130
Xiaoyi City>>,<<141181>>,<<Lvliang Cit>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141181
Fenyang City>>,<<141182>>,<<Lvliang Cit>>,<<CHN-SHX001>>,<<Shanxi>>,<<CHN-SHX>>,<<Chinese>>,<<CHN>>,<<141182
New city>>,<<150102>>,<<Hohhot City>>,<<CHN-NMN003>>,<<Nei Mongol>>,<<CHN-NMN>>,<<Chinese>>,<<CHN>>,<<150102
Huimin District>>,<<150103>>,<<Hohhot City>>,<<CHN-NMN003>>,<<Nei Mongol>>,<<CHN-NMN>>,<<Chinese>>,<<CHN>>,<<150103
Yuquan District>>,<<150104>>,<<Hohhot City>>,<<CHN-NMN003>>,<<Nei Mongol>>,<<CHN-NMN>>,<<Chinese>>,<<CHN>>,<<150104
Saihan District>>,<<150105>>,<<Hohhot City>>,<<CHN-NMN003>>,<<Nei Mongol>>,<<CHN-NMN>>,<<Chinese>>,<<CHN>>,<<150105
Tumd Zuoqi>>,<<150121>>,<<Hohhot City>>,<<CHN-NMN003>>,<<Nei Mongol>>,<<CHN-NMN>>,<<Chinese>>,<<CHN>>,<<150121
Togtoh Xian>>,<<150122>>,<<Hohhot City>>,<<CHN-NMN003>>,<<Nei Mongol>>,<<CHN-NMN>>,<<Chinese>>,<<CHN>>,<<150122
Horinger County>>,<<150123>>,<<Hohhot City>>,<<CHN-NMN003>>,<<Nei Mongol>>,<<CHN-NMN>>,<<Chinese>>,<<CHN>>,<<150123
Qingshuihe County>>,<<150124>>,<<Hohhot City>>,<<CHN-NMN003>>,<<Nei Mongol>>,<<CHN-NMN>>,<<Chinese>>,<<CHN>>,<<150124
