CITY NAME>>,<<CHINESE NAME>>,<<CITY GMI
Liberty>>,<<Liberty>>,<<USA-MNT051
Clark>>,<<Clark>>,<<USA-WIS019
Chippewa>>,<<Chippewa>>,<<USA-WIS017
Hale>>,<<Hale>>,<<USA-ALB065
Henry>>,<<Henry>>,<<USA-ALB067
Union>>,<<Union>>,<<USA-NJR039
Geneva>>,<<Geneva>>,<<USA-ALB061
Sussex>>,<<Sussex>>,<<USA-NJR037
Greene>>,<<Greene>>,<<USA-ALB063
Somerset>>,<<Somerset>>,<<USA-NJR035
Salem>>,<<Salem>>,<<USA-NJR033
Passaic>>,<<Passaic>>,<<USA-NJR031
Houston>>,<<Houston>>,<<USA-ALB069
Woodbury>>,<<Woodbury>>,<<USA-IOW193
Musselshell>>,<<Musselshell>>,<<USA-MNT065
Winneshiek>>,<<Winneshiek>>,<<USA-IOW191
Park>>,<<Park>>,<<USA-MNT067
Wright>>,<<Wright>>,<<USA-IOW197
Petroleum>>,<<Petroleum>>,<<USA-MNT069
Worth>>,<<Worth>>,<<USA-IOW195
Adams>>,<<Adams>>,<<USA-WIS001
Lee>>,<<Lee>>,<<USA-ALB081
Ashland>>,<<Ashland>>,<<USA-WIS003
Mineral>>,<<Mineral>>,<<USA-MNT061
Barron>>,<<Barron>>,<<USA-WIS005
Missoula>>,<<Missoula>>,<<USA-MNT063
Bayfield>>,<<Bayfield>>,<<USA-WIS007
Brown>>,<<Brown>>,<<USA-WIS009
Lauderdale>>,<<Lauderdale>>,<<USA-ALB077
Lamar>>,<<Lamar>>,<<USA-ALB075
Jefferson>>,<<Jefferson>>,<<USA-ALB073
Jackson>>,<<Jackson>>,<<USA-ALB071
Winnebago>>,<<Winnebago>>,<<USA-IOW189
Warren>>,<<Warren>>,<<USA-NJR041
Lawrence>>,<<Lawrence>>,<<USA-ALB079
Hillsborough>>,<<Hillsborough>>,<<USA-FLA057
Cumberland>>,<<Cumberland>>,<<USA-NJR011
Holmes>>,<<Holmes>>,<<USA-FLA059
Nuckolls>>,<<Nuckolls>>,<<USA-NEB129
Clark>>,<<Clark>>,<<USA-IND019
Essex>>,<<Essex>>,<<USA-NJR013
Hernando>>,<<Hernando>>,<<USA-FLA053
Cass>>,<<Cass>>,<<USA-IND017
Gloucester>>,<<Gloucester>>,<<USA-NJR015
Ketchikan Gateway>>,<<Ketchikan Gateway>>,<<USA-ALK130
Highlands>>,<<Highlands>>,<<USA-FLA055
Carroll>>,<<Carroll>>,<<USA-IND015
Hudson>>,<<Hudson>>,<<USA-NJR017
Brown>>,<<Brown>>,<<USA-IND013
Hendry>>,<<Hendry>>,<<USA-FLA051
Hunterdon>>,<<Hunterdon>>,<<USA-NJR019
Boone>>,<<Boone>>,<<USA-IND011
Clay>>,<<Clay>>,<<USA-IND021
Nemaha>>,<<Nemaha>>,<<USA-NEB127
Nance>>,<<Nance>>,<<USA-NEB125
Morrill>>,<<Morrill>>,<<USA-NEB123
Merrick>>,<<Merrick>>,<<USA-NEB121
Middlesex>>,<<Middlesex>>,<<USA-NJR023
Pierce>>,<<Pierce>>,<<USA-NEB139
Mercer>>,<<Mercer>>,<<USA-NJR021
Lake>>,<<Lake>>,<<USA-FLA069
Daviess>>,<<Daviess>>,<<USA-IND027
Lafayette>>,<<Lafayette>>,<<USA-FLA067
Morris>>,<<Morris>>,<<USA-NJR027
Dearborn>>,<<Dearborn>>,<<USA-IND029
Neshoba>>,<<Neshoba>>,<<USA-MSP099
Monmouth>>,<<Monmouth>>,<<USA-NJR025
Jefferson>>,<<Jefferson>>,<<USA-FLA065
Clinton>>,<<Clinton>>,<<USA-IND023
Jackson>>,<<Jackson>>,<<USA-FLA063
Crawford>>,<<Crawford>>,<<USA-IND025
Ocean>>,<<Ocean>>,<<USA-NJR029
Indian River>>,<<Indian River>>,<<USA-FLA061
Decatur>>,<<Decatur>>,<<USA-IND031
Perkins>>,<<Perkins>>,<<USA-NEB135
Phelps>>,<<Phelps>>,<<USA-NEB137
Otoe>>,<<Otoe>>,<<USA-NEB131
Pawnee>>,<<Pawnee>>,<<USA-NEB133
Madison>>,<<Madison>>,<<USA-FLA079
Lee>>,<<Lee>>,<<USA-FLA071
Leon>>,<<Leon>>,<<USA-FLA073
Kodiak Island>>,<<Kodiak Island>>,<<USA-ALK150
Levy>>,<<Levy>>,<<USA-FLA075
Lowndes>>,<<Lowndes>>,<<USA-MSP087
Liberty>>,<<Liberty>>,<<USA-FLA077
Madison>>,<<Madison>>,<<USA-MSP089
Monroe>>,<<Monroe>>,<<USA-MSP095
Montgomery>>,<<Montgomery>>,<<USA-MSP097
Marion>>,<<Marion>>,<<USA-MSP091
Platte>>,<<Platte>>,<<USA-NEB141
Manatee>>,<<Manatee>>,<<USA-FLA081
Marshall>>,<<Marshall>>,<<USA-MSP093
Red Willow>>,<<Red Willow>>,<<USA-NEB145
Polk>>,<<Polk>>,<<USA-NEB143
Rock>>,<<Rock>>,<<USA-NEB149
Richardson>>,<<Richardson>>,<<USA-NEB147
Blackford>>,<<Blackford>>,<<USA-IND009
Atlantic>>,<<Atlantic>>,<<USA-NJR001
Adams>>,<<Adams>>,<<USA-IND001
Cape May>>,<<Cape May>>,<<USA-NJR009
Martin>>,<<Martin>>,<<USA-FLA085
Allen>>,<<Allen>>,<<USA-IND003
Lake and Peninsula>>,<<Lake and Peninsula>>,<<USA-ALK164
Marion>>,<<Marion>>,<<USA-FLA083
Camden>>,<<Camden>>,<<USA-NJR007
Bartholomew>>,<<Bartholomew>>,<<USA-IND005
Leake>>,<<Leake>>,<<USA-MSP079
Burlington>>,<<Burlington>>,<<USA-NJR005
Nassau>>,<<Nassau>>,<<USA-FLA089
Benton>>,<<Benton>>,<<USA-IND007
Miami-Dade>>,<<Miami-Dade>>,<<USA-FLA086
Lawrence>>,<<Lawrence>>,<<USA-MSP077
Bergen>>,<<Bergen>>,<<USA-NJR003
Monroe>>,<<Monroe>>,<<USA-FLA087
Lincoln>>,<<Lincoln>>,<<USA-MSP085
Matanuska-Susitna>>,<<Matanuska-Susitna>>,<<USA-ALK170
Leflore>>,<<Leflore>>,<<USA-MSP083
Lee>>,<<Lee>>,<<USA-MSP081
Okaloosa>>,<<Okaloosa>>,<<USA-FLA091
Saline>>,<<Saline>>,<<USA-NEB151
Sarpy>>,<<Sarpy>>,<<USA-NEB153
Saunders>>,<<Saunders>>,<<USA-NEB155
Scotts Bluff>>,<<Scotts Bluff>>,<<USA-NEB157
Seward>>,<<Seward>>,<<USA-NEB159
Jefferson Davis>>,<<Jefferson Davis>>,<<USA-MSP065
Jones>>,<<Jones>>,<<USA-MSP067
Hancock>>,<<Hancock>>,<<USA-IND059
Broward>>,<<Broward>>,<<USA-FLA011
Hamilton>>,<<Hamilton>>,<<USA-IND057
Kemper>>,<<Kemper>>,<<USA-MSP069
Greene>>,<<Greene>>,<<USA-IND055
Citrus>>,<<Citrus>>,<<USA-FLA017
Clay>>,<<Clay>>,<<USA-FLA019
Calhoun>>,<<Calhoun>>,<<USA-FLA013
Charlotte>>,<<Charlotte>>,<<USA-FLA015
Henry>>,<<Henry>>,<<USA-IND065
Hendricks>>,<<Hendricks>>,<<USA-IND063
Lafayette>>,<<Lafayette>>,<<USA-MSP071
Harrison>>,<<Harrison>>,<<USA-IND061
Lamar>>,<<Lamar>>,<<USA-MSP073
Lauderdale>>,<<Lauderdale>>,<<USA-MSP075
Columbia>>,<<Columbia>>,<<USA-FLA023
Itawamba>>,<<Itawamba>>,<<USA-MSP057
Collier>>,<<Collier>>,<<USA-FLA021
Issaquena>>,<<Issaquena>>,<<USA-MSP055
Haines>>,<<Haines>>,<<USA-ALK100
Howard>>,<<Howard>>,<<USA-IND067
Jackson>>,<<Jackson>>,<<USA-MSP059
Huntington>>,<<Huntington>>,<<USA-IND069
Hoonah-Angoon>>,<<Hoonah-Angoon>>,<<USA-ALK105
Dixie>>,<<Dixie>>,<<USA-FLA029
DeSoto>>,<<DeSoto>>,<<USA-FLA027
Jasper>>,<<Jasper>>,<<USA-IND073
Jay>>,<<Jay>>,<<USA-IND075
Jefferson>>,<<Jefferson>>,<<USA-MSP063
Jackson>>,<<Jackson>>,<<USA-IND071
Jasper>>,<<Jasper>>,<<USA-MSP061
Delaware>>,<<Delaware>>,<<USA-IND035
Harrison>>,<<Harrison>>,<<USA-MSP047
Juneau>>,<<Juneau>>,<<USA-ALK110
Hinds>>,<<Hinds>>,<<USA-MSP049
DeKalb>>,<<DeKalb>>,<<USA-IND033
Elkhart>>,<<Elkhart>>,<<USA-IND039
Grenada>>,<<Grenada>>,<<USA-MSP043
Duval>>,<<Duval>>,<<USA-FLA031
Dubois>>,<<Dubois>>,<<USA-IND037
Hancock>>,<<Hancock>>,<<USA-MSP045
Escambia>>,<<Escambia>>,<<USA-FLA033
Flagler>>,<<Flagler>>,<<USA-FLA035
Lancaster>>,<<Lancaster>>,<<USA-NEB109
Franklin>>,<<Franklin>>,<<USA-FLA037
Knox>>,<<Knox>>,<<USA-NEB107
Gadsden>>,<<Gadsden>>,<<USA-FLA039
Pierce>>,<<Pierce>>,<<USA-WIS093
Keith>>,<<Keith>>,<<USA-NEB101
Polk>>,<<Polk>>,<<USA-WIS095
Portage>>,<<Portage>>,<<USA-WIS097
Kimball>>,<<Kimball>>,<<USA-NEB105
Keya Paha>>,<<Keya Paha>>,<<USA-NEB103
Price>>,<<Price>>,<<USA-WIS099
Holmes>>,<<Holmes>>,<<USA-MSP051
Woodward>>,<<Woodward>>,<<USA-OKL153
Humphreys>>,<<Humphreys>>,<<USA-MSP053
Woods>>,<<Woods>>,<<USA-OKL151
Floyd>>,<<Floyd>>,<<USA-IND043
Fayette>>,<<Fayette>>,<<USA-IND041
Kenai Peninsula>>,<<Kenai Peninsula>>,<<USA-ALK122
Gilchrist>>,<<Gilchrist>>,<<USA-FLA041
Fountain>>,<<Fountain>>,<<USA-IND045
George>>,<<George>>,<<USA-MSP039
Franklin>>,<<Franklin>>,<<USA-IND047
Franklin>>,<<Franklin>>,<<USA-MSP037
Gulf>>,<<Gulf>>,<<USA-FLA045
Fulton>>,<<Fulton>>,<<USA-IND049
Forrest>>,<<Forrest>>,<<USA-MSP035
Glades>>,<<Glades>>,<<USA-FLA043
DeSoto>>,<<DeSoto>>,<<USA-MSP033
Hardee>>,<<Hardee>>,<<USA-FLA049
McPherson>>,<<McPherson>>,<<USA-NEB117
Madison>>,<<Madison>>,<<USA-NEB119
Hamilton>>,<<Hamilton>>,<<USA-FLA047
Pepin>>,<<Pepin>>,<<USA-WIS091
Oconto>>,<<Oconto>>,<<USA-WIS083
Lincoln>>,<<Lincoln>>,<<USA-NEB111
Monroe>>,<<Monroe>>,<<USA-WIS081
Logan>>,<<Logan>>,<<USA-NEB113
Outagamie>>,<<Outagamie>>,<<USA-WIS087
Loup>>,<<Loup>>,<<USA-NEB115
Oneida>>,<<Oneida>>,<<USA-WIS085
Greene>>,<<Greene>>,<<USA-MSP041
Ozaukee>>,<<Ozaukee>>,<<USA-WIS089
Gibson>>,<<Gibson>>,<<USA-IND051
Grant>>,<<Grant>>,<<USA-IND053
Marion>>,<<Marion>>,<<USA-IND097
Fulton>>,<<Fulton>>,<<USA-OHI051
Madison>>,<<Madison>>,<<USA-IND095
Gallia>>,<<Gallia>>,<<USA-OHI053
Lawrence>>,<<Lawrence>>,<<USA-IND093
LaPorte>>,<<LaPorte>>,<<USA-IND091
Fayette>>,<<Fayette>>,<<USA-OHI047
Franklin>>,<<Franklin>>,<<USA-OHI049
Erie>>,<<Erie>>,<<USA-OHI043
Lake>>,<<Lake>>,<<USA-IND089
Fairfield>>,<<Fairfield>>,<<USA-OHI045
Hancock>>,<<Hancock>>,<<USA-OHI063
Kosciusko>>,<<Kosciusko>>,<<USA-IND085
Hamilton>>,<<Hamilton>>,<<USA-OHI061
LaGrange>>,<<LaGrange>>,<<USA-IND087
Johnson>>,<<Johnson>>,<<USA-IND081
Knox>>,<<Knox>>,<<USA-IND083
Guernsey>>,<<Guernsey>>,<<USA-OHI059
Greene>>,<<Greene>>,<<USA-OHI057
Jefferson>>,<<Jefferson>>,<<USA-IND077
Geauga>>,<<Geauga>>,<<USA-OHI055
Jennings>>,<<Jennings>>,<<USA-IND079
Highland>>,<<Highland>>,<<USA-OHI071
Hocking>>,<<Hocking>>,<<USA-OHI073
Holmes>>,<<Holmes>>,<<USA-OHI075
Hardin>>,<<Hardin>>,<<USA-OHI065
Harrison>>,<<Harrison>>,<<USA-OHI067
Henry>>,<<Henry>>,<<USA-OHI069
Albany>>,<<Albany>>,<<USA-WYM001
Jefferson>>,<<Jefferson>>,<<USA-OHI081
Converse>>,<<Converse>>,<<USA-WYM009
Carbon>>,<<Carbon>>,<<USA-WYM007
Campbell>>,<<Campbell>>,<<USA-WYM005
Lake>>,<<Lake>>,<<USA-OHI085
Knox>>,<<Knox>>,<<USA-OHI083
Big Horn>>,<<Big Horn>>,<<USA-WYM003
Jackson>>,<<Jackson>>,<<USA-OHI079
Marshall>>,<<Marshall>>,<<USA-IND099
Huron>>,<<Huron>>,<<USA-OHI077
Fremont>>,<<Fremont>>,<<USA-WYM013
Lucas>>,<<Lucas>>,<<USA-OHI095
Hardeman>>,<<Hardeman>>,<<USA-TNN069
Goshen>>,<<Goshen>>,<<USA-WYM015
Madison>>,<<Madison>>,<<USA-OHI097
Hancock>>,<<Hancock>>,<<USA-TNN067
Logan>>,<<Logan>>,<<USA-OHI091
Hot Springs>>,<<Hot Springs>>,<<USA-WYM017
Hamilton>>,<<Hamilton>>,<<USA-TNN065
Fairbanks North Star>>,<<Fairbanks North Star>>,<<USA-ALK090
Lorain>>,<<Lorain>>,<<USA-OHI093
Johnson>>,<<Johnson>>,<<USA-WYM019
Hamblen>>,<<Hamblen>>,<<USA-TNN063
Crook>>,<<Crook>>,<<USA-WYM011
Hardin>>,<<Hardin>>,<<USA-TNN071
Lawrence>>,<<Lawrence>>,<<USA-OHI087
Licking>>,<<Licking>>,<<USA-OHI089
Henderson>>,<<Henderson>>,<<USA-TNN077
Niobrara>>,<<Niobrara>>,<<USA-WYM027
Henry>>,<<Henry>>,<<USA-TNN079
Natrona>>,<<Natrona>>,<<USA-WYM025
Hawkins>>,<<Hawkins>>,<<USA-TNN073
Haywood>>,<<Haywood>>,<<USA-TNN075
Park>>,<<Park>>,<<USA-WYM029
Lincoln>>,<<Lincoln>>,<<USA-WYM023
Laramie>>,<<Laramie>>,<<USA-WYM021
Hickman>>,<<Hickman>>,<<USA-TNN081
Houston>>,<<Houston>>,<<USA-TNN083
Mahoning>>,<<Mahoning>>,<<USA-OHI099
Teton>>,<<Teton>>,<<USA-WYM039
Jackson>>,<<Jackson>>,<<USA-TNN087
Humphreys>>,<<Humphreys>>,<<USA-TNN085
Dillingham>>,<<Dillingham>>,<<USA-ALK070
Sublette>>,<<Sublette>>,<<USA-WYM035
Sweetwater>>,<<Sweetwater>>,<<USA-WYM037
Knott>>,<<Knott>>,<<USA-KEN119
Jefferson>>,<<Jefferson>>,<<USA-TNN089
Platte>>,<<Platte>>,<<USA-WYM031
Sheridan>>,<<Sheridan>>,<<USA-WYM033
Kenton>>,<<Kenton>>,<<USA-KEN117
Johnson>>,<<Johnson>>,<<USA-KEN115
Denali>>,<<Denali>>,<<USA-ALK068
Jessamine>>,<<Jessamine>>,<<USA-KEN113
Knox>>,<<Knox>>,<<USA-TNN093
Jefferson>>,<<Jefferson>>,<<USA-KEN111
Johnson>>,<<Johnson>>,<<USA-TNN091
Bristol Bay>>,<<Bristol Bay>>,<<USA-ALK060
Lake>>,<<Lake>>,<<USA-TNN095
Lauderdale>>,<<Lauderdale>>,<<USA-TNN097
Hopkins>>,<<Hopkins>>,<<USA-KEN107
Lawrence>>,<<Lawrence>>,<<USA-TNN099
Jackson>>,<<Jackson>>,<<USA-KEN109
Weston>>,<<Weston>>,<<USA-WYM045
Washakie>>,<<Washakie>>,<<USA-WYM043
Uinta>>,<<Uinta>>,<<USA-WYM041
Henry>>,<<Henry>>,<<USA-KEN103
Hickman>>,<<Hickman>>,<<USA-KEN105
Bethel>>,<<Bethel>>,<<USA-ALK050
Henderson>>,<<Henderson>>,<<USA-KEN101
Chemung>>,<<Chemung>>,<<USA-NYO015
Chenango>>,<<Chenango>>,<<USA-NYO017
Clinton>>,<<Clinton>>,<<USA-NYO019
Plymouth>>,<<Plymouth>>,<<USA-IOW149
Cayuga>>,<<Cayuga>>,<<USA-NYO011
Page>>,<<Page>>,<<USA-IOW145
Chautauqua>>,<<Chautauqua>>,<<USA-NYO013
Palo Alto>>,<<Palo Alto>>,<<USA-IOW147
Pocahontas>>,<<Pocahontas>>,<<USA-IOW151
Polk>>,<<Polk>>,<<USA-IOW153
Erie>>,<<Erie>>,<<USA-NYO029
Dutchess>>,<<Dutchess>>,<<USA-NYO027
Columbia>>,<<Columbia>>,<<USA-NYO021
Ringgold>>,<<Ringgold>>,<<USA-IOW159
Poweshiek>>,<<Poweshiek>>,<<USA-IOW157
Delaware>>,<<Delaware>>,<<USA-NYO025
Pottawattamie>>,<<Pottawattamie>>,<<USA-IOW155
Cortland>>,<<Cortland>>,<<USA-NYO023
Shelby>>,<<Shelby>>,<<USA-IOW165
Scott>>,<<Scott>>,<<USA-IOW163
Sac>>,<<Sac>>,<<USA-IOW161
Genesee>>,<<Genesee>>,<<USA-NYO037
Greene>>,<<Greene>>,<<USA-NYO039
Franklin>>,<<Franklin>>,<<USA-NYO033
Mahaska>>,<<Mahaska>>,<<USA-IOW123
Fulton>>,<<Fulton>>,<<USA-NYO035
Marion>>,<<Marion>>,<<USA-IOW125
Marshall>>,<<Marshall>>,<<USA-IOW127
Essex>>,<<Essex>>,<<USA-NYO031
Mills>>,<<Mills>>,<<USA-IOW129
Mitchell>>,<<Mitchell>>,<<USA-IOW131
Lewis>>,<<Lewis>>,<<USA-NYO049
Monroe>>,<<Monroe>>,<<USA-IOW135
Kings>>,<<Kings>>,<<USA-NYO047
Monona>>,<<Monona>>,<<USA-IOW133
Jefferson>>,<<Jefferson>>,<<USA-NYO045
Muscatine>>,<<Muscatine>>,<<USA-IOW139
Herkimer>>,<<Herkimer>>,<<USA-NYO043
Montgomery>>,<<Montgomery>>,<<USA-IOW137
Hamilton>>,<<Hamilton>>,<<USA-NYO041
Osceola>>,<<Osceola>>,<<USA-IOW143
O'Brien>>,<<O'Brien>>,<<USA-IOW141
Jones>>,<<Jones>>,<<USA-IOW105
Keokuk>>,<<Keokuk>>,<<USA-IOW107
Athens>>,<<Athens>>,<<USA-OHI009
Jefferson>>,<<Jefferson>>,<<USA-IOW101
Ashtabula>>,<<Ashtabula>>,<<USA-OHI007
Johnson>>,<<Johnson>>,<<USA-IOW103
Ashland>>,<<Ashland>>,<<USA-OHI005
Allen>>,<<Allen>>,<<USA-OHI003
Kossuth>>,<<Kossuth>>,<<USA-IOW109
Adams>>,<<Adams>>,<<USA-OHI001
Lucas>>,<<Lucas>>,<<USA-IOW117
Louisa>>,<<Louisa>>,<<USA-IOW115
Carroll>>,<<Carroll>>,<<USA-OHI019
Linn>>,<<Linn>>,<<USA-IOW113
Lee>>,<<Lee>>,<<USA-IOW111
Brown>>,<<Brown>>,<<USA-OHI015
Butler>>,<<Butler>>,<<USA-OHI017
Auglaize>>,<<Auglaize>>,<<USA-OHI011
Lyon>>,<<Lyon>>,<<USA-IOW119
Belmont>>,<<Belmont>>,<<USA-OHI013
Madison>>,<<Madison>>,<<USA-IOW121
Columbiana>>,<<Columbiana>>,<<USA-OHI029
Clark>>,<<Clark>>,<<USA-OHI023
Champaign>>,<<Champaign>>,<<USA-OHI021
Clinton>>,<<Clinton>>,<<USA-OHI027
Clermont>>,<<Clermont>>,<<USA-OHI025
Coshocton>>,<<Coshocton>>,<<USA-OHI031
Allegany>>,<<Allegany>>,<<USA-NYO003
New Castle>>,<<New Castle>>,<<USA-DEL003
Kent>>,<<Kent>>,<<USA-DEL001
Albany>>,<<Albany>>,<<USA-NYO001
Sussex>>,<<Sussex>>,<<USA-DEL005
Crawford>>,<<Crawford>>,<<USA-OHI033
Cattaraugus>>,<<Cattaraugus>>,<<USA-NYO009
Cuyahoga>>,<<Cuyahoga>>,<<USA-OHI035
Broome>>,<<Broome>>,<<USA-NYO007
Darke>>,<<Darke>>,<<USA-OHI037
Bronx>>,<<Bronx>>,<<USA-NYO005
Defiance>>,<<Defiance>>,<<USA-OHI039
Delaware>>,<<Delaware>>,<<USA-OHI041
White Pine>>,<<White Pine>>,<<USA-NEV033
Henderson>>,<<Henderson>>,<<USA-ILL071
Washoe>>,<<Washoe>>,<<USA-NEV031
Iroquois>>,<<Iroquois>>,<<USA-ILL075
Henry>>,<<Henry>>,<<USA-ILL073
Hancock>>,<<Hancock>>,<<USA-ILL067
Simpson>>,<<Simpson>>,<<USA-MSP127
Sharkey>>,<<Sharkey>>,<<USA-MSP125
Hamilton>>,<<Hamilton>>,<<USA-ILL065
Scott>>,<<Scott>>,<<USA-MSP123
St. Lucie>>,<<St. Lucie>>,<<USA-FLA111
Greenup>>,<<Greenup>>,<<USA-KEN089
Rankin>>,<<Rankin>>,<<USA-MSP121
Hardin>>,<<Hardin>>,<<USA-ILL069
Grayson>>,<<Grayson>>,<<USA-KEN085
Sarasota>>,<<Sarasota>>,<<USA-FLA115
Santa Rosa>>,<<Santa Rosa>>,<<USA-FLA113
Green>>,<<Green>>,<<USA-KEN087
Grant>>,<<Grant>>,<<USA-KEN081
Sumter>>,<<Sumter>>,<<USA-FLA119
Smith>>,<<Smith>>,<<USA-MSP129
Seminole>>,<<Seminole>>,<<USA-FLA117
Graves>>,<<Graves>>,<<USA-KEN083
Jefferson>>,<<Jefferson>>,<<USA-ILL081
Jersey>>,<<Jersey>>,<<USA-ILL083
Jo Daviess>>,<<Jo Daviess>>,<<USA-ILL085
Pike>>,<<Pike>>,<<USA-MSP113
Jackson>>,<<Jackson>>,<<USA-ILL077
Jasper>>,<<Jasper>>,<<USA-ILL079
Pontotoc>>,<<Pontotoc>>,<<USA-MSP115
Hart>>,<<Hart>>,<<USA-KEN099
Suwannee>>,<<Suwannee>>,<<USA-FLA121
Perry>>,<<Perry>>,<<USA-MSP111
Taylor>>,<<Taylor>>,<<USA-FLA123
Harrison>>,<<Harrison>>,<<USA-KEN097
Harlan>>,<<Harlan>>,<<USA-KEN095
Union>>,<<Union>>,<<USA-FLA125
Seneca>>,<<Seneca>>,<<USA-NYO099
Hardin>>,<<Hardin>>,<<USA-KEN093
Volusia>>,<<Volusia>>,<<USA-FLA127
Schuyler>>,<<Schuyler>>,<<USA-NYO097
Prentiss>>,<<Prentiss>>,<<USA-MSP117
Wakulla>>,<<Wakulla>>,<<USA-FLA129
Hancock>>,<<Hancock>>,<<USA-KEN091
Schoharie>>,<<Schoharie>>,<<USA-NYO095
Quitman>>,<<Quitman>>,<<USA-MSP119
Eureka>>,<<Eureka>>,<<USA-NEV011
Humboldt>>,<<Humboldt>>,<<USA-NEV013
Lander>>,<<Lander>>,<<USA-NEV015
Lincoln>>,<<Lincoln>>,<<USA-NEV017
Lake>>,<<Lake>>,<<USA-ILL097
Knox>>,<<Knox>>,<<USA-ILL095
Washington>>,<<Washington>>,<<USA-MSP151
Kendall>>,<<Kendall>>,<<USA-ILL093
Kankakee>>,<<Kankakee>>,<<USA-ILL091
Union>>,<<Union>>,<<USA-MSP145
Tunica>>,<<Tunica>>,<<USA-MSP143
Warren>>,<<Warren>>,<<USA-MSP149
Kane>>,<<Kane>>,<<USA-ILL089
Johnson>>,<<Johnson>>,<<USA-ILL087
Walthall>>,<<Walthall>>,<<USA-MSP147
Lyon>>,<<Lyon>>,<<USA-NEV019
Jasper>>,<<Jasper>>,<<USA-IOW099
Jackson>>,<<Jackson>>,<<USA-IOW097
Nye>>,<<Nye>>,<<USA-NEV023
Iowa>>,<<Iowa>>,<<USA-IOW095
Storey>>,<<Storey>>,<<USA-NEV029
St. Johns>>,<<St. Johns>>,<<USA-FLA109
Ida>>,<<Ida>>,<<USA-IOW093
Pershing>>,<<Pershing>>,<<USA-NEV027
Humboldt>>,<<Humboldt>>,<<USA-IOW091
Mineral>>,<<Mineral>>,<<USA-NEV021
Tishomingo>>,<<Tishomingo>>,<<USA-MSP141
Stone>>,<<Stone>>,<<USA-MSP131
Sunflower>>,<<Sunflower>>,<<USA-MSP133
Tallahatchie>>,<<Tallahatchie>>,<<USA-MSP135
LaSalle>>,<<LaSalle>>,<<USA-ILL099
Tate>>,<<Tate>>,<<USA-MSP137
Polk>>,<<Polk>>,<<USA-FLA105
Tippah>>,<<Tippah>>,<<USA-MSP139
Putnam>>,<<Putnam>>,<<USA-FLA107
Pasco>>,<<Pasco>>,<<USA-FLA101
Pinellas>>,<<Pinellas>>,<<USA-FLA103
Howard>>,<<Howard>>,<<USA-IOW089
Cook>>,<<Cook>>,<<USA-ILL031
Hancock>>,<<Hancock>>,<<USA-IOW081
Hardin>>,<<Hardin>>,<<USA-IOW083
Orange>>,<<Orange>>,<<USA-NYO071
Harrison>>,<<Harrison>>,<<USA-IOW085
Henry>>,<<Henry>>,<<USA-IOW087
Onondaga>>,<<Onondaga>>,<<USA-NYO067
Hamilton>>,<<Hamilton>>,<<USA-IOW079
Ontario>>,<<Ontario>>,<<USA-NYO069
Coles>>,<<Coles>>,<<USA-ILL029
Niagara>>,<<Niagara>>,<<USA-NYO063
Oneida>>,<<Oneida>>,<<USA-NYO065
Clark>>,<<Clark>>,<<USA-ILL023
Christian>>,<<Christian>>,<<USA-ILL021
Clinton>>,<<Clinton>>,<<USA-ILL027
Clay>>,<<Clay>>,<<USA-ILL025
Douglas>>,<<Douglas>>,<<USA-ILL041
New York>>,<<New York>>,<<USA-NYO061
Greene>>,<<Greene>>,<<USA-IOW073
Fremont>>,<<Fremont>>,<<USA-IOW071
Guthrie>>,<<Guthrie>>,<<USA-IOW077
Grundy>>,<<Grundy>>,<<USA-IOW075
Franklin>>,<<Franklin>>,<<USA-IOW069
Montgomery>>,<<Montgomery>>,<<USA-NYO057
Floyd>>,<<Floyd>>,<<USA-IOW067
Monroe>>,<<Monroe>>,<<USA-NYO055
Madison>>,<<Madison>>,<<USA-NYO053
Livingston>>,<<Livingston>>,<<USA-NYO051
Crawford>>,<<Crawford>>,<<USA-ILL033
Cumberland>>,<<Cumberland>>,<<USA-ILL035
DeKalb>>,<<DeKalb>>,<<USA-ILL037
De Witt>>,<<De Witt>>,<<USA-ILL039
Nassau>>,<<Nassau>>,<<USA-NYO059
Ford>>,<<Ford>>,<<USA-ILL053
Fayette>>,<<Fayette>>,<<USA-ILL051
Emmet>>,<<Emmet>>,<<USA-IOW063
Fayette>>,<<Fayette>>,<<USA-IOW065
Saratoga>>,<<Saratoga>>,<<USA-NYO091
Dubuque>>,<<Dubuque>>,<<USA-IOW061
Schenectady>>,<<Schenectady>>,<<USA-NYO093
Richmond>>,<<Richmond>>,<<USA-NYO085
Pearl River>>,<<Pearl River>>,<<USA-MSP109
Rockland>>,<<Rockland>>,<<USA-NYO087
Panola>>,<<Panola>>,<<USA-MSP107
Des Moines>>,<<Des Moines>>,<<USA-IOW057
St. Lawrence>>,<<St. Lawrence>>,<<USA-NYO089
Dickinson>>,<<Dickinson>>,<<USA-IOW059
Effingham>>,<<Effingham>>,<<USA-ILL049
Newton>>,<<Newton>>,<<USA-MSP101
Edwards>>,<<Edwards>>,<<USA-ILL047
Edgar>>,<<Edgar>>,<<USA-ILL045
Oktibbeha>>,<<Oktibbeha>>,<<USA-MSP105
Noxubee>>,<<Noxubee>>,<<USA-MSP103
DuPage>>,<<DuPage>>,<<USA-ILL043
Greene>>,<<Greene>>,<<USA-ILL061
Grundy>>,<<Grundy>>,<<USA-ILL063
